0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55,55,0,0,55,0,35,0,0,61,61,35,26,26,35,26,0,61,15,33,33,18,0,33,12,0,45,18,27,12,1,3,2,2,1,0,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,35,0,35,0,35,35,0,30,30,18,30,0,0,18,0,12,0,12,12,1,1,1,2,2,1,0,1,3,2,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1249984,0,0,0,1249984,0,1249984,0,0,1249984,1249984,1249984,1249984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249984,1249984,0,0,1249984,0,0,0,0,0,1249984,0,0,1249984,0,0,1249984,1249984,1249984,0,0,0,0,0,0,0,0,0,0,0,1249984,0,0,0,0,1249984,1249984,0,1249984,1249984,0,0,0,0,0,0,1249984,1249984,1249984,0,1249984,1249984,1249984,0,1249984,1249984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6249923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1249995,6249945,28,28,12,12,7499917,1250007,1250012,1250001,1250001,1250001,8749882,1249983,17,1250017,6249950,6249950,0,1250000,1250000,0,0,0,0,6249916,0,6249916,0,6249916,0,0,0,0,0,0,1249983,6249961,1249994,1250000,1250001,1250000,2499995,1249984,1249995,11,1249995,1250012,1249995,1249995,11,11,7499917,17,1250001,1250001,28,1250012,17,0,0,0,23,23,6249928,12,6249928,6249928,6249927,6249928,0,0,6249933,0,6249916,17,7499900,1250001,1249984,1249984,0,1249984,1249984,1250001,7499940,1250007,6249956,7499940,40,7499900,40,0,0,0,0,0,0,0,0,0,0,0,1249984,0,0,0,0,0,0,0,1250004,0,0,1250004,0,1250004,0,0,1250004,0,2500025,0,0,0,2500025,0,1250004,2500025,1250004,1250021,0,0,1250038,1250015,1250038,0,0,1250038,7499961,1250015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250015,2500053,1250038,1250038,2500053,0,2500053,1250038,1250015,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1249984,1249984,1249984,0,1249984,0,1249984,1249984,1249984,0,0,0,0,0,0,1249984,1249984,0,1249984,0,0,0,0,1249984,1249984,1249984,1249984,0,1249984,1249984,1249984,0,0,0,0,0,1249984,1249984,1249984,1249984,1249984,0,0,0,0,0,0,1249984,0,1249984,1249984,0,1249984,1249984,1249984,0,0,0,0,1249984,1249984,1249984,0,1249984,0,1249984,0,0,0,0,0,1249984,1249984,0,1249984,1249984,1249984,0,0,0,0,0,0,0,0,0,0,1249984,1249984,0,1249984,0,0,0,0,0,0,0,0,1249984,1249984,0,1249984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1249983,0,0,0,1249983,1249983,1249983,1249983,1249983,1249983,0,0,1249983,1249984,2499967,1250001,1250001,1249984,0,17,0,0,0,0,1249983,1249983,1249983,1249983,0,0,1249983,1249983,1249983,0,0,0,1250001,0,1249984,1249984,2499967,1249983,1250000,2499967,2499984,1249983,0,0,0,1249983,1249983,1249983,1249983,0,1249983,0,0,0,0,0,0,2499984,2499967,1249984,17,17,17,0,0,0,0,0,2499984,1249983,1250001,1249984,1249984,1249983,2499984,2499984,0,17,17,0,1249983,1249983,1249983,0,0,1249983,0,1249983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249990,0,0,1249990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250004,0,1250004,1250004,0,0,1250004,0,1250004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6249933,0,1250000,7499916,8749882,6249916,6249933,0,0,0,0,0,6249950,2499983,7499916,9999900,2499983,3749967,1250017,1250018,34,17,17,0,2499983,7499916,2499983,6249916,1249983,0,1250000,17,0,0,0,0,2499984,17,1249983,6249933,2499983,1249983,0,17,0,0,0,0,6249916,17,7499899,6249967,6249956,6249950,7499939,6249933,6249933,6249916,0,0,3749984,7499916,8749883,6249945,8749899,2500001,1250029,1249983,1249983,0,0,0,6249933,1250000,0,6249916,1250011,11,11,11,11,0,0,0,1249983,0,0,0,8749882,6249916,6249916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250004,0,1250004,1249990,0,1250004,1250004,0,0,0,0,0,0,1250004,1250004,1249990,1250004,1250004,1250004,1250004,1250004,0,0,0,1250038,0,1250038,8749976,2500053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250004,0,1250004,1250004,1250004,1250004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2500001,7499916,7499950,2500000,2500000,1250000,1250000,1249983,1249983,0,0,0,8749899,7499899,7499916,7499899,7499916,7499916,17,17,0,0,0,0,1250023,3749995,1250012,1250017,2500001,1249984,34,17,0,0,0,0,0,1250000,0,7499916,7499916,1250000,17,17,17,17,0,0,17,8749883,7499917,7499917,17,17,1250001,1249984,1250001,1250001,0,0,7499911,12,0,9999883,8749900,7499899,0,0,0,0,0,0,2500007,6249916,7499957,7499911,6249928,12,1250013,1249984,17,17,0,0,1250018,7499916,1250001,1250017,17,17,17,17,0,0,0,0,0,0,0,1249984,0,0,0,0,0,0,0,0,1250004,0,0,2499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250004,1250004,1250004,7499927,1250004,1250004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250004,0,0,1250004,1250004,1250004,1250004,0,0,0,0,0,1250038,1250038,1250038,1250038,1250038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1249984,0,1249984,0,0,0,0,0,0,0,0,0,0,0,1249984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249984,0,0,0,0,0,0,0,0,0,1249984,0,0,0,0,0,0,0,0,0,0,1249984,1249984,1249984,1249984,0,0,0,0,0,0,0,0,0,0,0,1249984,0,0,0,0,0,0,0,0,0,0,1249984,1249984,0,0,0,0,0,0,0,0,0,0,0,1249984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6249916,7499899,1249983,0,0,0,0,0,0,0,0,0,7499899,6249933,1250000,1249983,1250000,1249983,1249983,1249983,0,0,0,0,17,8749900,8749883,1250013,1250000,46,34,17,0,0,0,0,7499899,6249916,7499899,6249916,0,0,0,0,0,0,0,0,1250000,7499911,6249933,29,1249995,1250012,1250000,17,17,0,0,0,0,0,0,1249983,1249983,0,0,0,0,0,0,0,7499899,0,1249983,1249983,1249983,0,0,0,0,0,0,0,6249916,7499916,7499899,0,1249983,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249990,0,0,0,0,0,0,0,0,0,1250004,1250004,7499927,1250004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250021,1250004,1250021,1250021,1250004,2500025,1250021,1250021,1250021,1250021,1250021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
